Country,Area,Location
USA,Florida,"New Smyrna Beach, Volusia County"
USA,California,San Francisco Bay
USA,California,San Francisco Bay
USA,California,San Francisco Bay
USA,South Carolina,"Hilton Head, Beaufort County"
USA,California,"12' tank at Steinhart Aquarium, San Francisco"
USA,Florida,"Riviera Beach, near Palm Beach Inlet, Palm Beach County"
USA,Florida,"Jupiter, Palm Beach County"
USA,California,"8 miles off Newport Beach, Orange County"
USA,California,Farallon Islands
USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County"
USA,Florida,"Boca Raton, Palm Beach County"
USA,Florida,"Florida Keys, Monroe County"
USA,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County"
USA,South Carolina,"Pawleyï¿½s Island, Georgetown County"
USA,Hawaii,"Pearl Harbor Channel, O'ahu"
USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay
USA,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami"
USA,Florida,"Jensen Beach, Martin County"
USA,Florida,"Ponte Vedra Beach, St. Johns County"
USA,California,"Tomales Point, Marin County"
USA,Florida,"Laguna Beach, Bay County"
USA,Florida,Palm Beach County
USA,Florida,"Fowey Rock Light, Miami"
USA,Pennsylvania,"Fairmount Park Aquarium, Philadelphia"
USA,California,"Topanga Canyon Beach, Santa Monica Bay"
USA,Hawaii,Maui
USA,Hawaii,"Maile Point, O'ahu"
USA,Florida,"Hutchinson Island Beach, Martin County"
USA,California,"Off Point Mugu, Ventura County"
USA,Florida,Haulover Inlet
USA,South Carolina,"Atlantic Beach, Horry County"
USA,New Jersey,"Ocean City, Cape May County"
USA,Texas,30 miles east of Corpus Christi
USA,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County"
USA,New Jersey,"Seaside Park, Ocean County"
USA,New Jersey,"Sea Girt, Monmouth County"
USA,Florida,Key Largo Sound
USA,Delaware,"Mispillion Light, Delaware Bay"
USA,South Carolina,Parris Island
USA,Mississippi,Mississippi City
USA,Virginia,Hog Island
USA,South Carolina,"Little River Beach, Horry County"
USA,Florida,"2 miles east of Dania Beach, Broward County"
USA,California,"10 miles off Santa Barbara, Santa Barbara County"
USA,Georgia,"North picnic area, Jekyll Island, Glynn County"
USA,California,"Aptos, Santa Cruz County"
USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County"
USA,California,"Tomales Point, Marin County"
USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County"
USA,Hawaii,"Between Keawakapu & Makena, Maui"
USA,Hawaii,Maui
USA,Louisiana,120 miles southeast of New Orleans
USA,California,"Near Paradise Cove, Malibu, Los Angeles County"
USA,California,"Bodega Rock, Sonoma County"
USA,Florida,"Off Port Everglades, Broward County"
USA,South Carolina,"Albergotti Creek, near Air Station boat docks, Beaufort"
USA,California,"Between False Klamath & mouth of Klamath River, Del Norte County"
USA,New York,"Oak Beach, Fire Inlet"
USA,Florida,"Panama City, Bay County"
USA,Florida,"Panama City, Bay County"
USA,South Carolina,Charleston
USA,California,"LaJolla, San Diego County"
USA,Georgia,"Savannah Beach, Savannah, Chatham County"
USA,California,"Hermosa Beach, Los Angeles County"
USA,California,"In kelp beds off La Jolla, San Diego County"
USA,California,"Alligator Head, La Jolla, San Diego County"
USA,California,"Mission Beach, San Diego County"
USA,California,"Off La Jolla Cove, San Diego County"
USA,California,"Venice Beach, Los Angeles County"
USA,Florida,"Delray Beach, Palm Beach County"
USA,California,"La Jolla, San Diego County"
USA,California,"Dillon Beach, Marin County"
USA,Florida,"Indian Rocks Beach, Clearwater, Pinellas County"
USA,California,"Baker Beach, San Francisco County"
USA,Florida,"Panama City, Bay County"
USA,Hawaii,"Hilo, off Kaua'i"
USA,Florida,"Vaca Cut Channel & bridge under Marathon, Monroe County"
USA,Florida,Miami
USA,Hawaii,"Near Twin Islands off Lanikai, O'ahu (east coast)"
USA,California,"Pacific Beach, San Diego County"
USA,California,"Coronado Strand, San Diego County"
USA,Florida,"Baker's Haulover, Miami Beach"
USA,New York,Staten Island
USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County"
USA,Florida,"Longboat Key, Sarasota, Sarasota County"
USA,Florida,"Key West, Monroe County"
USA,Florida,"Siesta Key, Sarasota County"
USA,Florida,"Sarasota, Sarasota County"
USA,Florida,"Sanibel Island, Lee County"
USA,Florida,"Turtle Beach, Siesta Key, Sarasota County"
USA,Florida,Key Biscayne
USA,Florida,1 mile off Miami Beach
USA,US Virgin Islands,Water Island
USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County"
USA,California,"La Jolla, San Diego County"
USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County"
USA,Florida,"8 miles off St. Marks, Wakulla County"
USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County"
USA,Florida,"Ormond Beach, Volusia County"
USA,Florida,"South Beach, Fort Pierce, St Lucie County"
USA,Florida,Florida Keys
USA,Florida,"Fort Pierce, St. Lucie County"
USA,Florida,"Miami, Miami-Dade County"
USA,Florida,"Daytona Beach, Volusia County"
USA,Puerto Rico,North coast
USA,California,"Pismo Beach, San Luis Obispo County"
USA,Puerto Rico,Aquadilla
USA,California,"Van Ness Municipal Pier, San Francisco"
USA,Florida,"Miami Beach, Miami-Dade County"
USA,South Carolina,"Isle of Palms, Charleston County"
USA,Virginia,"Virginia Beach, Princess Anne County"
USA,Virginia,"Virginia Beach, Princess Anne County"
USA,Florida,ï¿½ mile offshore & 9 miles north of Fort Pierce
USA,Hawaii,East Moloka'i
USA,California,"Venice Beach, Los Angeles County"
USA,California,"Venice Beach, Los Angeles County"
USA,California,"Zuma Beach, Santa Monica, Los Angeles County"
USA,South Carolina,Windy Hill Beach
USA,Rhode Island,Occupasstuxet  (Patuxent) Cove
USA,California,"Malibu, Los Angeles County"
USA,Hawaii,"Hilo, Hawai'i"
USA,California,"Trinidad Bay, Humboldt County"
USA,California,"Pacific Grove, Monterey County"
USA,Florida,"Vero Beach, Indian River County"
USA,Illinois,Chicago (Lake Michigan)
USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands)
USA,Virginia,150 miles off Cape Henry
USA,California,"La Jolla, San Diego County"
USA,Florida,Florida Keys
USA,California,"Santa Monica, Los Angeles County"
USA,Hawaii,"Wailupe, O'ahu"
USA,Hawaii,Moloka'i
USA,California,"Santa Catalina Island, Los Angeles County"
USA,Georgia,200 miles east of Savannah
USA,New York,Rockaway Beach
USA,Hawaii,"Waiau, Pearl Harbor, O'ahu"
USA,Hawaii,"Maile Beach, O'ahu"
USA,California,"Santa Catalina Island, Los Angeles County"
USA,Florida,"Juno Beach, Palm Beach County"
USA,Hawaii,Kaula Rock near Niihau 
USA,Texas,South Padre Island
USA,Hawaii,"Barberï¿½s Point, O'ahu"
USA,Florida,"Juno Beach, Palm Beach County"
USA,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu"
USA,California,"Pacific Grove, Monterey Bay, Monterey County"
USA,Hawaii,"Maile Beach, O'ahu"
USA,Florida,"Panacea, Wakulla County"
USA,South Carolina,Seabrook Beach
USA,South Carolina,Seabrook Beach
USA,California,"Off Santa Monica, Los Angeles County"
USA,California,"San Diego, San Diego County"
USA,Puerto Rico,"Mona Island, 40 miles west of the mainland "
USA,California,"Imperial Beach, San Diego County"
USA,Florida,Near Key West
USA,California,"Long Beach, Los Angeles County"
USA,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i"
USA,California,"Imperial Beach, San Diego County"
USA,Texas,Near Port Arthur
USA,Texas,Galveston Bay
USA,Florida,"Rock Harbor, Key Largo, Monroe County"
USA,New York,"Beach 103rd Street, Rockaway "
USA,Florida,275 miles northeast of Miami
USA,Hawaii,"Kahakuloa, Maui"
USA,Florida,"Jacksonville Beach, Duval County"
USA,Hawaii,"Waikiki, O'ahu"
USA,South Carolina,"Oketee River, Jasper County"
USA,California,"10 miles off Redondo Beach, Los Angeles County"
USA,Hawaii,"Off Makapauu Point, O'ahu"
USA,Hawaii,"Off Makapauu Point, O'ahu"
USA,US Virgin Islands,"St. John, Genti Bay"
USA,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico"
USA,Florida,Biscayne Bay
USA,Florida,In a canal 10 miles north of St Augustine
USA,California,"Santa Monica, Los Angeles County"
USA,Hawaii,"Off Waianae, O'ahu"
USA, North Carolina,Ocracoke
USA,North Carolina,"Ocracoke Inlet, Carteret County"
USA,Florida,3 miles north of the inlet at Palm Beach
USA,Maryland,North Beach
USA,Florida,"Atlantic Beach, Mayport,  Duval County"
USA,South Carolina,Off Charleston
USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943
USA,Florida,"40 miles off Islamorada, near Cay Sal"
USA,Hawaii,"3 miles from shore off McGregor Point, Maui"
USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands"
USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands"
USA,Hawaii,"Midway, Northwestern Hawaiian Islands"
USA,Midway Atoll,
USA,New York,Montauk
USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor
USA,New Jersey,"Brielle, Monmouth County (Offshore)"
USA,Hawaii,"Nankuli, O'ahu"
USA,New York,15 miles south of Jones Inlet
USA,California,"Santa Monica, Los Angeles County"
USA,South Carolina,"Folly Beach, Charleston County"
USA,South Carolina,"Folly Beach, Charleston County"
USA,North Carolina,"Holden Beach, Brunswick County"
USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu"
USA,California,"Off San Pedro, Los Angeles County"
USA,Texas,"West Bay, 19 miles from Galveston"
USA,Virginia,"At sea, several hundred miles south east of Cape Henry, Virginia"
USA,California,"Near Encino, Los Angeles County"
USA,South Carolina,Charleston
USA,California,"Dana Point, Orange County"
USA,North Carolina,On one of the sounds near Wilmington
USA,North Carolina,Off Cape Hatteraa
USA,Texas,Galveston
USA,Texas,Galveston
USA,Hawaii,"Honokohau, Maui"
USA,Hawaii,"Lahaina, Maui"
USA,North Carolina,"Pamlico Sound off Frisco, Dare County"
USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay"
USA,New Jersey,"Long Branch, Monmouth County (offshore)"
USA,Florida,"Boca Ciega Bay, Pinellas County"
USA,Florida,"Miami, Miami-Date County"
USA,North Carolina,"Brownï¿½s Inlet on New River, Onslow Beach"
USA,California,Santa Barbara Channel
USA,California,Santa Barbara Channel
USA,New Jersey,50 miles offshore
USA,California,"Hermosa Beach, Los Angeles County"
USA,Georgia,"Thunderbolt, Chatham County"
USA,Florida,"Melbourne, Brevard County"
USA,California,"Hermosa Beach, Los Angeles County"
USA,South Carolina,"Pawleyï¿½s Island, north of Charleston"
USA,Connecticut,Mystic River
USA,California,"San Diego, San Diego County"
USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor
USA,South Carolina,"Folly Island, near Charleston"
USA,Florida,"Miami Beach, Miami-Dade County"
USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County"
USA,Texas,Galveston
USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County"
USA,New Jersey,"Off Ocean City, Cape May County"
USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui"
USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County"
USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County"
USA,Hawaii,"Kahala, O'ahu"
USA,Hawaii,
USA,New Jersey,"1 mile ESE of Navesink, Monmouth County"
USA,Texas,Off Brownsville
USA,New Jersey,"Sandy Hook (ocean side), Monmouth County"
USA,New Jersey,"Sea Girt, Monmouth County"
USA,Hawaii,"Pearl Harbor, O'ahu"
USA,Hawaii,"Pearl Harbor, O'ahu"
USA,Florida,"Key West, Monroe County "
USA,Florida,"Palm Beach Inlet, Palm Beach County"
USA,Florida,"Jensen Beach, Martin County"
USA,Texas,High Island
USA,Florida,70 miles off Tarpon Springs
USA,South Carolina,Fort Moultrie
USA,Florida,"Fort Pierce, St Lucie County"
USA,Florida,"Sea Spray, Palm Beach"
USA,Florida,Indian River area
USA,Florida,"Cape Canaveral, Brevard County"
USA,New Jersey,"Seabright, Monmouth County"
USA,Virginia,"200 miles off Hampton Roads, Virginia, USA"
USA,Texas,Corpus Christi
USA,New Jersey,Off shore
USA,Florida,"Daytona Beach, Volusia County"
USA,Florida,
USA,Florida,Off Florida coast
USA,California,"Catalina Channel, Los Angeles County"
USA,New Jersey,"Seaside, Ocean County"
USA,New Jersey,20 miles off Seabright
USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County"
USA,Hawaii,"Hale'iwa, O'ahu"
USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i"
USA,Puerto Rico,"Condado Beach, San Juan"
USA,Puerto Rico,"Condado Beach, San Juan"
USA,South Carolina,"Folly Island, near Charleston"
USA,Puerto Rico,"Condado Beach, San Juan"
USA,Florida,"Miami Beach, Miami-Dade County"
USA,Puerto Rico,Santurce
USA,South Carolina,"Folly Island, near Charleston"
USA,California,"Newport Beach, Orange County"
USA,Florida,"Bayboro, Pinellas County"
USA,Puerto Rico,San Juan
USA,New Jersey,"Sea Bright, Monmouth County"
USA,New Jersey,Ocean City (offshore)
USA,New Jersey,Ocean City (offshore)
USA,Puerto Rico,San Juan
USA,Hawaii,"Keawanui, Kamalo, Moloka'i"
USA,Massachusetts,Nahant
USA,Florida,"Pablo Beach, Jacksonville, Duval County"
USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay"
USA,New York,"Woodcliff Channel, Freeport, Long Island"
USA,Florida,"Englewood Beach, Charlotte County"
USA,Florida,"Gadsden Point, Tampa Bay"
USA,South Carolina,"James Island Sound, Charleston"
USA,Florida,"Florida Keys 25ï¿½N,82ï¿½W"
USA,Florida,"Near Panama City, Bay County"
USA,Hawaii,Papaikou plantation 
USA,New Jersey,"Sea Bright, Monmouth County"
USA,Hawaii,"Nanakuli, Oahï¿½u"
USA,Florida,Florida Keys 
USA,South Carolina,Calibogue Sound
USA,Florida,"Sewellï¿½s Point, near Palm Beach"
USA,Louisiana,Grand Lake
USA,North Carolina,"Atlantic, near New Bern, Craven County"
USA,New York,"Sheepshead Bay, Brooklyn"
USA,New York,"Sheepshead Bay, Brooklyn"
USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County"
USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County"
USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County"
USA,New Jersey,"Spring Lake, Monmouth County"
USA,New Jersey,"Beach Haven, Ocean County"
USA,New Jersey,"Atlantic City, Atlantic County"
USA,Florida,
USA,Florida,"St. Augustine, St Johns County"
USA,Florida,"Soldier Key, Miami-Dade County"
USA,Louisiana,Lake Pontchartrain
USA,Louisiana,New Orleans
USA,Florida,"Boca Ciega Bay, Pinellas County"
USA,Florida,"St. Augustine, St Johns County"
USA,Hawaii,"Honomu, Hawai'i"
USA,Florida,"Palm Beach, Palm Beach County"
USA,Florida,"West Palm Beach, Palm Beach County"
USA,New Jersey,"Lavalette, Ocean County"
USA,New Jersey,"Spring Lake, Monmouth County"
USA,South Carolina,Charleston
USA,Florida,"John's Pass, Pinellas County"
USA,Georgia,"Tybee Island, Chatham County"
USA,South Carolina,Sullivan's Island
USA,Florida,"Pensacola Bay, Escambia County"
USA,South Carolina,Off Charleston
USA,Texas,Galveston Ship Channel
USA,Florida,"Pensacola Bay, Escambia County"
USA,Florida,"Pablo Beach, Jacksonville, Duval County"
USA,Delaware,Delaware Lightship
USA,Texas,"Rockport, Aransas County"
USA,Texas,"Texas City, Galveston"
USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County"
USA,Hawaii,"Pearl Harbor, O'ahu"
USA,Hawaii,"Hilo, Hawai'i"
USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County "
USA,Delaware,"Lewes, Sussex County"
USA,Florida,"Pensacola Bay, Escambia County"
USA,New York,Rockaway
USA,Florida,"Panama City, Bay County"
USA,Hawaii,"Pa'uwela, Maui"
USA,California,"Redondo, Los Angeles County"
USA,Georgia,
USA,Florida," Marathon, Monroe County"
USA,Hawaii,"Mana, Kaua'i"
USA,Hawaii," Kalepolepo, Kihei, Maui"
USA,New Jersey,Lower Delaware Bay
USA,South Carolina,Small creek near Coles Island
USA,Florida,"Garden Key, Charlotte County"
USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i"
USA,Hawaii,
USA,Hawaii,
USA,Hawaii,
USA,Hawaii,
USA,California,"Avalon, Los Angeles County"
USA,Maryland,"Tangier Sound, Somerset County"
USA,Mississippi,"Bay St. Louis, Hancock County"
USA,Florida,"Fort Pierce, St Lucie County"
USA,New Jersey,"Atlantic City, Atlantic County"
USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt"
USA,North Carolina,"Ocracoke, Hyde County"
USA,Florida,"Pablo Beach, Jacksonville, Duval County"
USA,North Carolina,"Cape Lookout, Carteret County"
USA,New Jersey,"Shrewsbury River,  Monmouth County"
USA,Texas,
USA,,
USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu"
USA,New Jersey,"Atlantic City, Atlantic County"
USA,Hawaii,"Koko Head, south side of O'ahu Island"
USA,Texas,"Near Port Lavaca, Calhoun County"
USA,Hawaii,"Kalihi, O'ahu"
USA,New Jersey,"Atlantic City, Atlantic County"
USA,Florida,Indian River Inlet / Fort Pierce Inlet
USA,Rhode Island,Coddington Cove
USA,Hawaii,"Waikiki Beach, Oahu"
USA,North Carolina,"Southport, Brunswick County"
USA,Hawaii,"Makapu'u Point, O'ahu"
USA,Connecticut,"Bridgeport, Fairfield County"
USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu"
USA,California,"Monterey Bay, Monterey County"
USA,Florida,"Trout River, Panama Park"
USA,Florida,St. John's River
USA,Florida,Near a small wreck in a channel at Indian Key
USA,Hawaii,Off Kohala
USA,New York,"Prince's Bay, Staten Island"
USA,South Carolina,Ramshorn Creek
USA,Florida,"a creek near Jacksonville, Duval County"
USA,Hawaii,
USA,East coast,
USA,Rhode Island,Point Judith
USA,South Carolina,"Elliott Cut, Charleston County"
USA,Massachusetts,30 miles south of Lynn
USA,Hawaii,"Kahului, Maui"
USA,South Carolina,Charleston
USA,Florida,
USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County"
USA,Rhode Island,Noyes Beach
USA,New Jersey,Raritan Bay
USA,Florida,"North Beach, St. Augustine"
USA,Alabama,Mobile Bay
USA,Virginia,Norfolk
USA,Texas,Rockport
USA,New York,"Woolsey's Point, East River"
USA,Florida,"Jacksonville, Duval County"
USA,Florida,Anastasia Island
USA,North Carolina,"New Bern, Craven County"
USA,Texas,Velasco
USA,New Jersey,"Off Longport, Atlantic County"
USA,Virginia,Hampton Roads
USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County"
USA,Connecticut,"Bridgeport, Fairfield County"
USA,Hawaii,Honolulu
USA,Florida,"Fernandina, Nassau County"
USA,Texas,West Bay near Galveston 
USA,Florida,Hillsborough Bay
USA,New York,
USA,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro"
USA, New Jersey,"Shrewsbury River, Highlands, Monmouth County"
USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County"
USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County"
USA,Hawaii,"Hamakua Homakua, Hawai'i"
USA,Hawaii,Kau District
USA,Hawaii,Kau District
USA,Hawaii,Kau District
USA,New Jersey,"Bayonne, Hudson County"
USA,New York,Jamaica Bay
USA,Texas,Brazos
USA,East coast,
USA,Florida,"Fort Pickens, Escambia County"
USA,South Carolina,"Bullï¿½s Bay, near Charleston"
USA,South Carolina,
USA,Florida,"In the bay near the naval yard at Pensacola, Escambia County"
USA,Florida,"Pensacola Bay, Escambia County"
USA,North Carolina,"Elizabeth City, Pasquotank County  "
USA,Rhode Island,Providence
USA,Alabama,Mobile Bay
USA,New York,The Narrows
USA,Florida,"Hutchinson Island, Martin County"
USA,California,"Los Angeles, Los Angeles County"
USA,Mississippi,River mouth
USA,Connecticut,"Branford, New Haven County"
USA,New York,East River
USA,New York,Brooklyn
USA,New York,
USA,Georgia,Cumberland Island
USA,Hawaii,Waikiki
USA,New York,Coney Island
USA,Maryland,Chester River
USA,Hawaii,Kawahae
USA,Hawaii,
USA,New York,Long Island
USA,North Carolina,"Smithville (now Southport), Brunswick County"
USA,Alabama,Mobile Bay
USA,New York,"Greenport Sound, Long Island"
USA,Texas,Brazos
USA,North Carolina,"Cedar Island, Carteret County"
USA,New York,Mahattan
USA,South Carolina,"Stono Inlet, near Charleston, Charleston County"
USA,Hawaii,Palama
USA,Hawaii,Puna
USA,New York,Brooklyn
USA,Hawaii,Off Kawaihae
USA,New York ,"Staten Island, Richmond County"
USA,New York ,"Staten Island, Richmond County"
USA,Hawaii,
USA,Florida,"Cape Sable, Monroe County"
USA,North Carolina,Cape Hatteras
USA,North Carolina,"Morehead, Carteret County"
USA,South Carolina,"Charleston Harbor, Charleston County"
USA,North Carolina,"Morehead, Carteret County"
USA,South Carolina,Off the Battery
USA,Florida,"Near Fernandina Bar, Nassau County "
USA,Virginia,Norfolk
USA,South Carolina,"Mount Pleasant, Charleston County"
USA,Hawaii,Honolulu Harbor
USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County"
USA,Hawaii,
USA,Florida,"Pensacola, Escambia County"
USA,Florida,"Pensacola, Escambia County"
USA,Maryland,Patapsco River
USA,Massachusetts,Cape Cod
USA,Massachusetts,"Chelsea Beach, Suffolk County"
USA,Hawaii,
USA,South Carolina,"Charleston Harbor, Charleston County"
USA,South Carolina,
USA,Florida,"Pensacola Bay, Escambia County"
USA,Florida,"Pensacola Bay, Escambia County"
USA,New Jersey,"Absecon, Atlantic County"
USA,New Jersey,"Absecon, Atlantic County"
USA,South Carolina,"Charleston Harbor, Charleston County"
USA,South Carolina,"Magwoods Wharf, Charleston Harbor, Charleston County"
USA,New York,New York
USA,South Carolina,ï¿½Southern Wharfï¿½
USA,CUBA,Near Havana
USA,Massachusetts,"Swampscott, Essex County"
USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County"
USA,Hawaii,"Uo, Lahaina, Maui"
USA,South Carolina,"Charleston Harbor, Charleston County"
USA,Rhode Island,Bristol Harbor
USA,South Carolina,Charleston
USA,,
USA,New York,"Sag Harbor, Suffolk County"
USA,South Carolina,Off Charleston
USA,Florida,"Pensacola Harbor, Escambia County"
USA,Hawaii,"Maliu, Hawai'i"
USA,,Damiscotte
USA,Massachusetts,
USA,New York ,Between Manhattan and The Bronx
USA,South Carolina,Charleston
USA,Hawaii,Oahu
USA,California,"Monterey, Montery County"
USA,Florida,
USA,Florida,"Lost Tree Village, Palm Beach County"
USA,Florida,"Tampa Bay, Hillsborough County"
USA,Florida,"Key West, Monroe County"
USA,Florida,"Riviera Beach, Palm Beach County"
USA,California,"LaJolla, San Diego County"
USA,Hawaii,"Portlock, Oahu"
USA,Florida,"Mosquito Inlet (Ponce Inlet), Volusia County"
USA,California,"Capistrano, Orange County"
USA,Florida,"Palm Beach, Palm Beach County"
USA,Florida,"Gadsden Point, Tampa Bay"
USA,North Carolina ,Somewhere between Hatteras and Beaufort
USA,Hawaii,Puna
USA,North Carolina,Ocracoke Inlet
